,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
4,E0720,부산,30,30,"13,489",2018년
5,E0720,인천,22,22,"9,451",2018년
6,E0720,대구,56,56,"26,785",2018년
7,E0720,광주,6,6,"2,870",2018년
8,E0720,대전,9,8,"3,809",2018년
9,E0720,경기,203,170,"75,646",2018년
10,E0720,강원,5,5,"2,107",2018년
11,E0720,충북,-,-,-,2018년
12,E0720,충남,-,-,-,2018년
13,E0720,전북,13,13,"6,294",2018년
14,E0720,전남,-,-,-,2018년
15,E0720,경북,-,-,-,2018년
16,E0720,경남,136,101,"54,069",2018년
17,E0720,세종,-,-,-,2018년
2,E0720,계,"1,187","1,011","529,199",2019년
3,E0720,서울,701,580,"314,069",2019년
4,E0720,부산,31,32,"15,100",2019년
5,E0720,인천,22,22,"10,289",2019년
6,E0720,대구,66,67,"33,796",2019년
7,E0720,광주,4,4,"2,126",2019년
8,E0720,대전,9,9,"5,718",2019년
9,E0720,경기,216,192,"89,817",2019년
10,E0720,강원,7,8,"3,907",2019년
11,E0720,충북,-,-,-,2019년
12,E0720,충남,3,3,"1,417",2019년
13,E0720,전북,4,4,"2,032",2019년
14,E0720,전남,-,-,-,2019년
15,E0720,경북,-,-,-,2019년
16,E0720,경남,126,90,"50,928",2019년
17,E0720,세종,-,-,-,2019년
2,E0720,계,"1,132","1,090","521,391",2020년
3,E0720,서울,617,497,"282,799",2020년
4,E0720,부산,32,32,"16,051",2020년
5,E0720,인천,19,21,"10,504",2020년
6,E0720,대구,37,37,"20,346",2020년
7,E0720,광주,4,4,"2,466",2020년
8,E0720,대전,11,13,"9,531",2020년
9,E0720,경기,272,385,"117,368",2020년
10,E0720,강원,2,2,975,2020년
11,E0720,충북,1,1,487,2020년
12,E0720,충남,-,-,-,2020년
13,E0720,전북,-,-,-,2020년
14,E0720,전남,-,-,-,2020년
15,E0720,경북,4,4,"1,950",2020년
16,E0720,경남,134,94,"58,914",2020년
17,E0720,세종,-,-,-,2020년
2,E0720,계,"1,054","1,062","511,631",2021년
3,E0720,서울,581,487,"283,334",2021년
4,E0720,부산,38,40,"20,591",2021년
5,E0720,인천,12,13,"6,130",2021년
6,E0720,대구,32,33,"17,980",2021년
7,E0720,광주,4,4,"2,443",2021년
8,E0720,대전,16,16,"11,002",2021년
9,E0720,경기,241,372,"107,903",2021년
10,E0720,강원,6,6,"3,317",2021년
11,E0720,충북,-,-,-,2021년
12,E0720,충남,-,-,-,2021년
13,E0720,전북,3,3,"2,247",2021년
14,E0720,전남,2,2,"1,212",2021년
15,E0720,경북,1,1,495,2021년
16,E0720,경남,117,83,"53,915",2021년
17,E0720,세종,2,2,"1,063",2021년
2,E0720,계,390,331,"151,007",2017년
3,E0720,서울,211,178,"83,819",2017년
4,E0720,부산,18,18,"7,096",2017년
5,E0720,인천,9,9,"3,665",2017년
6,E0720,대구,18,18,"8,563",2017년
7,E0720,광주,1,1,407,2017년
8,E0720,대전,2,2,783,2017년
9,E0720,경기,96,82,"34,849",2017년
10,E0720,강원,1,1,392,2017년
11,E0720,충북,-,-,-,2017년
12,E0720,충남,1,1,407,2017년
13,E0720,전북,1,1,529,2017년
14,E0720,전남,2,2,783,2017년
15,E0720,경북,-,-,-,2017년
16,E0720,경남,30,19,"9,713",2017년
17,E0720,세종,-,-,-,2017년
2,E0720,계,"1,121",965,"476,731",2018년
3,E0720,서울,643,554,"282,211",2018년
4,E0720,부산,30,30,"13,489",2018년
5,E0720,인천,22,22,"9,451",2018년
6,E0720,대구,56,56,"26,785",2018년
7,E0720,광주,6,6,"2,870",2018년
8,E0720,대전,9,8,"3,809",2018년
9,E0720,경기,203,170,"75,646",2018년
10,E0720,강원,5,5,"2,107",2018년
11,E0720,충북,-,-,-,2018년
12,E0720,충남,-,-,-,2018년
13,E0720,전북,13,13,"6,294",2018년
14,E0720,전남,-,-,-,2018년
15,E0720,경북,-,-,-,2018년
16,E0720,경남,136,101,"54,069",2018년
17,E0720,세종,-,-,-,2018년
2,E0720,계,"1,187","1,011","529,199",2019년
3,E0720,서울,701,580,"314,069",2019년
4,E0720,부산,31,32,"15,100",2019년
5,E0720,인천,22,22,"10,289",2019년
6,E0720,대구,66,67,"33,796",2019년
7,E0720,광주,4,4,"2,126",2019년
8,E0720,대전,9,9,"5,718",2019년
9,E0720,경기,216,192,"89,817",2019년
10,E0720,강원,7,8,"3,907",2019년
11,E0720,충북,-,-,-,2019년
12,E0720,충남,3,3,"1,417",2019년
13,E0720,전북,4,4,"2,032",2019년
14,E0720,전남,-,-,-,2019년
15,E0720,경북,-,-,-,2019년
16,E0720,경남,126,90,"50,928",2019년
17,E0720,세종,-,-,-,2019년
2,E0720,계,"1,132","1,090","521,391",2020년
3,E0720,서울,617,497,"282,799",2020년
4,E0720,부산,32,32,"16,051",2020년
5,E0720,인천,19,21,"10,504",2020년
6,E0720,대구,37,37,"20,346",2020년
7,E0720,광주,4,4,"2,466",2020년
8,E0720,대전,11,13,"9,531",2020년
9,E0720,경기,272,385,"117,368",2020년
10,E0720,강원,2,2,975,2020년
11,E0720,충북,1,1,487,2020년
12,E0720,충남,-,-,-,2020년
13,E0720,전북,-,-,-,2020년
14,E0720,전남,-,-,-,2020년
15,E0720,경북,4,4,"1,950",2020년
16,E0720,경남,134,94,"58,914",2020년
17,E0720,세종,-,-,-,2020년
2,E0720,계,"1,054","1,062","511,631",2021년
3,E0720,서울,581,487,"283,334",2021년
4,E0720,부산,38,40,"20,591",2021년
5,E0720,인천,12,13,"6,130",2021년
6,E0720,대구,32,33,"17,980",2021년
7,E0720,광주,4,4,"2,443",2021년
8,E0720,대전,16,16,"11,002",2021년
9,E0720,경기,241,372,"107,903",2021년
10,E0720,강원,6,6,"3,317",2021년
11,E0720,충북,-,-,-,2021년
12,E0720,충남,-,-,-,2021년
13,E0720,전북,3,3,"2,247",2021년
14,E0720,전남,2,2,"1,212",2021년
15,E0720,경북,1,1,495,2021년
16,E0720,경남,117,83,"53,915",2021년
17,E0720,세종,2,2,"1,063",2021년
2,E0720,계,390,331,"151,007",2017년
3,E0720,서울,211,178,"83,819",2017년
4,E0720,부산,18,18,"7,096",2017년
5,E0720,인천,9,9,"3,665",2017년
6,E0720,대구,18,18,"8,563",2017년
7,E0720,광주,1,1,407,2017년
8,E0720,대전,2,2,783,2017년
9,E0720,경기,96,82,"34,849",2017년
10,E0720,강원,1,1,392,2017년
11,E0720,충북,-,-,-,2017년
12,E0720,충남,1,1,407,2017년
13,E0720,전북,1,1,529,2017년
14,E0720,전남,2,2,783,2017년
15,E0720,경북,-,-,-,2017년
16,E0720,경남,30,19,"9,713",2017년
17,E0720,세종,-,-,-,2017년
2,E0720,계,"1,121",965,"476,731",2018년
3,E0720,서울,643,554,"282,211",2018년
4,E0720,부산,30,30,"13,489",2018년
5,E0720,인천,22,22,"9,451",2018년
6,E0720,대구,56,56,"26,785",2018년
7,E0720,광주,6,6,"2,870",2018년
8,E0720,대전,9,8,"3,809",2018년
9,E0720,경기,203,170,"75,646",2018년
10,E0720,강원,5,5,"2,107",2018년
11,E0720,충북,-,-,-,2018년
12,E0720,충남,-,-,-,2018년
13,E0720,전북,13,13,"6,294",2018년
14,E0720,전남,-,-,-,2018년
15,E0720,경북,-,-,-,2018년
16,E0720,경남,136,101,"54,069",2018년
17,E0720,세종,-,-,-,2018년
2,E0720,계,"1,187","1,011","529,199",2019년
3,E0720,서울,701,580,"314,069",2019년
4,E0720,부산,31,32,"15,100",2019년
5,E0720,인천,22,22,"10,289",2019년
6,E0720,대구,66,67,"33,796",2019년
7,E0720,광주,4,4,"2,126",2019년
8,E0720,대전,9,9,"5,718",2019년
9,E0720,경기,216,192,"89,817",2019년
10,E0720,강원,7,8,"3,907",2019년
11,E0720,충북,-,-,-,2019년
12,E0720,충남,3,3,"1,417",2019년
13,E0720,전북,4,4,"2,032",2019년
14,E0720,전남,-,-,-,2019년
15,E0720,경북,-,-,-,2019년
16,E0720,경남,126,90,"50,928",2019년
17,E0720,세종,-,-,-,2019년
2,E0720,계,"1,132","1,090","521,391",2020년
3,E0720,서울,617,497,"282,799",2020년
4,E0720,부산,32,32,"16,051",2020년
5,E0720,인천,19,21,"10,504",2020년
6,E0720,대구,37,37,"20,346",2020년
7,E0720,광주,4,4,"2,466",2020년
8,E0720,대전,11,13,"9,531",2020년
9,E0720,경기,272,385,"117,368",2020년
10,E0720,강원,2,2,975,2020년
11,E0720,충북,1,1,487,2020년
12,E0720,충남,-,-,-,2020년
13,E0720,전북,-,-,-,2020년
14,E0720,전남,-,-,-,2020년
15,E0720,경북,4,4,"1,950",2020년
16,E0720,경남,134,94,"58,914",2020년
17,E0720,세종,-,-,-,2020년
2,E0720,계,"1,054","1,062","511,631",2021년
3,E0720,서울,581,487,"283,334",2021년
4,E0720,부산,38,40,"20,591",2021년
5,E0720,인천,12,13,"6,130",2021년
6,E0720,대구,32,33,"17,980",2021년
7,E0720,광주,4,4,"2,443",2021년
8,E0720,대전,16,16,"11,002",2021년
9,E0720,경기,241,372,"107,903",2021년
10,E0720,강원,6,6,"3,317",2021년
11,E0720,충북,-,-,-,2021년
12,E0720,충남,-,-,-,2021년
13,E0720,전북,3,3,"2,247",2021년
14,E0720,전남,2,2,"1,212",2021년
15,E0720,경북,1,1,495,2021년
16,E0720,경남,117,83,"53,915",2021년
17,E0720,세종,2,2,"1,063",2021년
2,E0721,계,296,286,"70,547",2017년
3,E0721,서울,175,163,"40,451",2017년
4,E0721,부산,9,10,"2,474",2017년
5,E0721,인천,17,17,"4,184",2017년
6,E0721,대구,15,15,"3,716",2017년
7,E0721,광주,10,10,"2,321",2017년
8,E0721,대전,9,7,"1,672",2017년
9,E0721,울산,2,2,497,2017년
10,E0721,경기,25,28,"6,734",2017년
11,E0721,강원,4,4,984,2017년
12,E0721,충북,2,2,497,2017년
13,E0721,충남,1,1,248,2017년
14,E0721,전북,5,5,"1,242",2017년
15,E0721,전남,1,1,239,2017년
16,E0721,경북,-,-,-,2017년
17,E0721,경남,21,20,"5,053",2017년
18,E0721,제주,1,1,239,2017년
19,E0721,세종,-,-,-,2017년
2,E0721,계,"1,063","1,069","279,562",2018년
3,E0721,서울,679,660,"173,903",2018년
4,E0721,부산,36,48,"12,571",2018년
5,E0721,인천,45,51,"13,116",2018년
6,E0721,대구,67,72,"18,934",2018년
7,E0721,광주,16,14,"3,684",2018년
8,E0721,대전,17,16,"4,074",2018년
9,E0721,울산,9,10,"2,534",2018년
10,E0721,경기,88,92,"23,242",2018년
11,E0721,강원,7,8,"1,850",2018년
12,E0721,충북,7,7,"1,826",2018년
13,E0721,충남,3,3,762,2018년
14,E0721,전북,7,7,"1,883",2018년
15,E0721,전남,-,-,-,2018년
16,E0721,경북,-,-,-,2018년
17,E0721,경남,88,80,"20,927",2018년
18,E0721,제주,1,1,256,2018년
19,E0721,세종,-,-,-,2018년
2,E0721,계,"1,215","1,266","348,683",2019년
3,E0721,서울,732,749,"205,694",2019년
4,E0721,부산,53,59,"16,628",2019년
5,E0721,인천,41,43,"12,075",2019년
6,E0721,대구,70,72,"20,307",2019년
7,E0721,광주,24,24,"6,798",2019년
8,E0721,대전,13,10,"2,898",2019년
9,E0721,울산,8,13,"2,157",2019년
10,E0721,경기,111,111,"30,232",2019년
11,E0721,강원,11,12,"3,108",2019년
12,E0721,충북,6,6,"1,692",2019년
13,E0721,충남,2,2,571,2019년
14,E0721,전북,4,4,"1,141",2019년
15,E0721,전남,1,1,274,2019년
16,E0721,경북,-,-,-,2019년
17,E0721,경남,147,158,"44,697",2019년
18,E0721,제주,2,2,411,2019년
19,E0721,세종,-,-,-,2019년
2,E0721,계,"1,087","1,159","331,428",2020년
3,E0721,서울,660,685,"199,544",2020년
4,E0721,부산,68,77,"23,222",2020년
5,E0721,인천,58,62,"18,616",2020년
6,E0721,대구,75,77,"23,198",2020년
7,E0721,광주,9,8,"2,532",2020년
8,E0721,대전,13,16,"3,744",2020년
9,E0721,울산,4,7,"1,135",2020년
10,E0721,경기,90,114,"27,141",2020년
11,E0721,강원,8,11,"2,395",2020년
12,E0721,충북,2,2,609,2020년
13,E0721,충남,1,1,305,2020년
14,E0721,전북,8,8,"2,438",2020년
15,E0721,전남,2,2,574,2020년
16,E0721,경북,-,-,-,2020년
17,E0721,경남,87,86,"24,805",2020년
18,E0721,제주,4,4,"1,172",2020년
19,E0721,세종,-,-,-,2020년
2,E0721,계,"1,331","1,472","428,731",2021년
3,E0721,서울,798,843,"253,578",2021년
4,E0721,부산,62,66,"20,553",2021년
5,E0721,인천,107,124,"38,373",2021년
6,E0721,대구,84,84,"26,380",2021년
7,E0721,광주,19,18,"5,807",2021년
8,E0721,대전,5,5,"1,237",2021년
9,E0721,울산,8,16,"2,318",2021년
10,E0721,경기,153,204,"46,541",2021년
11,E0721,강원,10,10,"3,175",2021년
12,E0721,충북,11,11,"3,632",2021년
13,E0721,충남,3,6,915,2021년
14,E0721,전북,7,7,"2,298",2021년
15,E0721,전남,-,-,-,2021년
16,E0721,경북,1,1,297,2021년
17,E0721,경남,64,71,"21,994",2021년
18,E0721,제주,4,4,"1,189",2021년
19,E0721,세종,1,1,444,2021년
2,E0721,계,296,286,"70,547",2017년
3,E0721,서울,175,163,"40,451",2017년
4,E0721,부산,9,10,"2,474",2017년
5,E0721,인천,17,17,"4,184",2017년
6,E0721,대구,15,15,"3,716",2017년
7,E0721,광주,10,10,"2,321",2017년
8,E0721,대전,9,7,"1,672",2017년
9,E0721,울산,2,2,497,2017년
10,E0721,경기,25,28,"6,734",2017년
11,E0721,강원,4,4,984,2017년
12,E0721,충북,2,2,497,2017년
13,E0721,충남,1,1,248,2017년
14,E0721,전북,5,5,"1,242",2017년
15,E0721,전남,1,1,239,2017년
16,E0721,경북,-,-,-,2017년
17,E0721,경남,21,20,"5,053",2017년
18,E0721,제주,1,1,239,2017년
19,E0721,세종,-,-,-,2017년
2,E0721,계,"1,063","1,069","279,562",2018년
3,E0721,서울,679,660,"173,903",2018년
4,E0721,부산,36,48,"12,571",2018년
5,E0721,인천,45,51,"13,116",2018년
6,E0721,대구,67,72,"18,934",2018년
7,E0721,광주,16,14,"3,684",2018년
8,E0721,대전,17,16,"4,074",2018년
9,E0721,울산,9,10,"2,534",2018년
10,E0721,경기,88,92,"23,242",2018년
11,E0721,강원,7,8,"1,850",2018년
12,E0721,충북,7,7,"1,826",2018년
13,E0721,충남,3,3,762,2018년
14,E0721,전북,7,7,"1,883",2018년
15,E0721,전남,-,-,-,2018년
16,E0721,경북,-,-,-,2018년
17,E0721,경남,88,80,"20,927",2018년
18,E0721,제주,1,1,256,2018년
19,E0721,세종,-,-,-,2018년
2,E0721,계,"1,215","1,266","348,683",2019년
3,E0721,서울,732,749,"205,694",2019년
4,E0721,부산,53,59,"16,628",2019년
5,E0721,인천,41,43,"12,075",2019년
6,E0721,대구,70,72,"20,307",2019년
7,E0721,광주,24,24,"6,798",2019년
8,E0721,대전,13,10,"2,898",2019년
9,E0721,울산,8,13,"2,157",2019년
10,E0721,경기,111,111,"30,232",2019년
11,E0721,강원,11,12,"3,108",2019년
12,E0721,충북,6,6,"1,692",2019년
13,E0721,충남,2,2,571,2019년
14,E0721,전북,4,4,"1,141",2019년
15,E0721,전남,1,1,274,2019년
16,E0721,경북,-,-,-,2019년
17,E0721,경남,147,158,"44,697",2019년
18,E0721,제주,2,2,411,2019년
19,E0721,세종,-,-,-,2019년
2,E0721,계,"1,087","1,159","331,428",2020년
3,E0721,서울,660,685,"199,544",2020년
4,E0721,부산,68,77,"23,222",2020년
5,E0721,인천,58,62,"18,616",2020년
6,E0721,대구,75,77,"23,198",2020년
7,E0721,광주,9,8,"2,532",2020년
8,E0721,대전,13,16,"3,744",2020년
9,E0721,울산,4,7,"1,135",2020년
10,E0721,경기,90,114,"27,141",2020년
11,E0721,강원,8,11,"2,395",2020년
12,E0721,충북,2,2,609,2020년
13,E0721,충남,1,1,305,2020년
14,E0721,전북,8,8,"2,438",2020년
15,E0721,전남,2,2,574,2020년
16,E0721,경북,-,-,-,2020년
17,E0721,경남,87,86,"24,805",2020년
18,E0721,제주,4,4,"1,172",2020년
19,E0721,세종,-,-,-,2020년
2,E0721,계,"1,331","1,472","428,731",2021년
3,E0721,서울,798,843,"253,578",2021년
4,E0721,부산,62,66,"20,553",2021년
5,E0721,인천,107,124,"38,373",2021년
6,E0721,대구,84,84,"26,380",2021년
7,E0721,광주,19,18,"5,807",2021년
8,E0721,대전,5,5,"1,237",2021년
9,E0721,울산,8,16,"2,318",2021년
10,E0721,경기,153,204,"46,541",2021년
11,E0721,강원,10,10,"3,175",2021년
12,E0721,충북,11,11,"3,632",2021년
13,E0721,충남,3,6,915,2021년
14,E0721,전북,7,7,"2,298",2021년
15,E0721,전남,-,-,-,2021년
16,E0721,경북,1,1,297,2021년
17,E0721,경남,64,71,"21,994",2021년
18,E0721,제주,4,4,"1,189",2021년
19,E0721,세종,1,1,444,2021년
2,E0721,계,296,286,"70,547",2017년
3,E0721,서울,175,163,"40,451",2017년
4,E0721,부산,9,10,"2,474",2017년
5,E0721,인천,17,17,"4,184",2017년
6,E0721,대구,15,15,"3,716",2017년
7,E0721,광주,10,10,"2,321",2017년
8,E0721,대전,9,7,"1,672",2017년
9,E0721,울산,2,2,497,2017년
10,E0721,경기,25,28,"6,734",2017년
11,E0721,강원,4,4,984,2017년
12,E0721,충북,2,2,497,2017년
13,E0721,충남,1,1,248,2017년
14,E0721,전북,5,5,"1,242",2017년
15,E0721,전남,1,1,239,2017년
16,E0721,경북,-,-,-,2017년
17,E0721,경남,21,20,"5,053",2017년
18,E0721,제주,1,1,239,2017년
19,E0721,세종,-,-,-,2017년
2,E0721,계,"1,063","1,069","279,562",2018년
3,E0721,서울,679,660,"173,903",2018년
4,E0721,부산,36,48,"12,571",2018년
5,E0721,인천,45,51,"13,116",2018년
6,E0721,대구,67,72,"18,934",2018년
7,E0721,광주,16,14,"3,684",2018년
8,E0721,대전,17,16,"4,074",2018년
9,E0721,울산,9,10,"2,534",2018년
10,E0721,경기,88,92,"23,242",2018년
11,E0721,강원,7,8,"1,850",2018년
12,E0721,충북,7,7,"1,826",2018년
13,E0721,충남,3,3,762,2018년
14,E0721,전북,7,7,"1,883",2018년
15,E0721,전남,-,-,-,2018년
16,E0721,경북,-,-,-,2018년
17,E0721,경남,88,80,"20,927",2018년
18,E0721,제주,1,1,256,2018년
19,E0721,세종,-,-,-,2018년
2,E0721,계,"1,215","1,266","348,683",2019년
3,E0721,서울,732,749,"205,694",2019년
4,E0721,부산,53,59,"16,628",2019년
5,E0721,인천,41,43,"12,075",2019년
6,E0721,대구,70,72,"20,307",2019년
7,E0721,광주,24,24,"6,798",2019년
8,E0721,대전,13,10,"2,898",2019년
9,E0721,울산,8,13,"2,157",2019년
10,E0721,경기,111,111,"30,232",2019년
11,E0721,강원,11,12,"3,108",2019년
12,E0721,충북,6,6,"1,692",2019년
13,E0721,충남,2,2,571,2019년
14,E0721,전북,4,4,"1,141",2019년
15,E0721,전남,1,1,274,2019년
16,E0721,경북,-,-,-,2019년
17,E0721,경남,147,158,"44,697",2019년
18,E0721,제주,2,2,411,2019년
19,E0721,세종,-,-,-,2019년
2,E0721,계,"1,087","1,159","331,428",2020년
3,E0721,서울,660,685,"199,544",2020년
4,E0721,부산,68,77,"23,222",2020년
5,E0721,인천,58,62,"18,616",2020년
6,E0721,대구,75,77,"23,198",2020년
7,E0721,광주,9,8,"2,532",2020년
8,E0721,대전,13,16,"3,744",2020년
9,E0721,울산,4,7,"1,135",2020년
10,E0721,경기,90,114,"27,141",2020년
11,E0721,강원,8,11,"2,395",2020년
12,E0721,충북,2,2,609,2020년
13,E0721,충남,1,1,305,2020년
14,E0721,전북,8,8,"2,438",2020년
15,E0721,전남,2,2,574,2020년
16,E0721,경북,-,-,-,2020년
17,E0721,경남,87,86,"24,805",2020년
18,E0721,제주,4,4,"1,172",2020년
19,E0721,세종,-,-,-,2020년
2,E0721,계,"1,331","1,472","428,731",2021년
3,E0721,서울,798,843,"253,578",2021년
4,E0721,부산,62,66,"20,553",2021년
5,E0721,인천,107,124,"38,373",2021년
6,E0721,대구,84,84,"26,380",2021년
7,E0721,광주,19,18,"5,807",2021년
8,E0721,대전,5,5,"1,237",2021년
9,E0721,울산,8,16,"2,318",2021년
10,E0721,경기,153,204,"46,541",2021년
11,E0721,강원,10,10,"3,175",2021년
12,E0721,충북,11,11,"3,632",2021년
13,E0721,충남,3,6,915,2021년
14,E0721,전북,7,7,"2,298",2021년
15,E0721,전남,-,-,-,2021년
16,E0721,경북,1,1,297,2021년
17,E0721,경남,64,71,"21,994",2021년
18,E0721,제주,4,4,"1,189",2021년
19,E0721,세종,1,1,444,2021년
2,E0722,계,295,260,"87,921",2017년
3,E0722,서울,164,152,"52,612",2017년
4,E0722,부산,5,4,"1,331",2017년
5,E0722,인천,7,7,"2,107",2017년
6,E0722,대구,14,14,"4,859",2017년
7,E0722,광주,-,-,-,2017년
8,E0722,울산,-,-,-,2017년
9,E0722,경기,84,70,"22,305",2017년
10,E0722,강원,-,-,-,2017년
11,E0722,전남,-,-,-,2017년
12,E0722,경북,-,-,-,2017년
13,E0722,경남,21,13,"4,706",2017년
2,E0722,계,736,666,"239,618",2018년
3,E0722,서울,419,408,"150,965",2018년
4,E0722,부산,6,6,"2,034",2018년
5,E0722,인천,18,18,"5,697",2018년
6,E0722,대구,44,44,"15,688",2018년
7,E0722,광주,1,1,323,2018년
8,E0722,울산,2,2,611,2018년
9,E0722,경기,183,151,"50,201",2018년
10,E0722,강원,-,-,-,2018년
11,E0722,전남,-,-,-,2018년
12,E0722,경북,2,2,621,2018년
13,E0722,경남,61,34,"13,477",2018년
2,E0722,계,805,731,"276,211",2019년
3,E0722,서울,471,449,"174,656",2019년
4,E0722,부산,9,9,"3,111",2019년
5,E0722,인천,19,19,"6,521",2019년
6,E0722,대구,37,38,"14,060",2019년
7,E0722,광주,1,1,347,2019년
8,E0722,울산,-,-,-,2019년
9,E0722,경기,201,168,"58,875",2019년
10,E0722,강원,-,-,-,2019년
11,E0722,전남,-,-,-,2019년
12,E0722,경북,-,-,-,2019년
13,E0722,경남,68,47,"18,640",2019년
2,E0722,계,817,862,"288,400",2020년
3,E0722,서울,447,415,"172,205",2020년
4,E0722,부산,9,9,"3,343",2020년
5,E0722,인천,16,17,"6,242",2020년
6,E0722,대구,23,23,"8,952",2020년
7,E0722,광주,2,2,868,2020년
8,E0722,울산,-,-,-,2020년
9,E0722,경기,248,350,"75,950",2020년
10,E0722,강원,-,-,-,2020년
11,E0722,전남,-,-,-,2020년
12,E0722,경북,-,-,-,2020년
13,E0722,경남,72,47,"20,839",2020년
2,E0722,계,727,817,"275,034",2021년
3,E0722,서울,399,386,"165,487",2021년
4,E0722,부산,16,17,"6,385",2021년
5,E0722,인천,5,5,"1,879",2021년
6,E0722,대구,23,23,"9,708",2021년
7,E0722,광주,2,2,942,2021년
8,E0722,울산,-,-,-,2021년
9,E0722,경기,220,338,"69,917",2021년
10,E0722,강원,2,2,810,2021년
11,E0722,전남,2,2,779,2021년
12,E0722,경북,1,1,362,2021년
13,E0722,경남,58,40,"18,766",2021년
2,E0722,계,295,260,"87,921",2017년
3,E0722,서울,164,152,"52,612",2017년
4,E0722,부산,5,4,"1,331",2017년
5,E0722,인천,7,7,"2,107",2017년
6,E0722,대구,14,14,"4,859",2017년
7,E0722,광주,-,-,-,2017년
8,E0722,울산,-,-,-,2017년
9,E0722,경기,84,70,"22,305",2017년
10,E0722,강원,-,-,-,2017년
11,E0722,전남,-,-,-,2017년
12,E0722,경북,-,-,-,2017년
13,E0722,경남,21,13,"4,706",2017년
2,E0722,계,736,666,"239,618",2018년
3,E0722,서울,419,408,"150,965",2018년
4,E0722,부산,6,6,"2,034",2018년
5,E0722,인천,18,18,"5,697",2018년
6,E0722,대구,44,44,"15,688",2018년
7,E0722,광주,1,1,323,2018년
8,E0722,울산,2,2,611,2018년
9,E0722,경기,183,151,"50,201",2018년
10,E0722,강원,-,-,-,2018년
11,E0722,전남,-,-,-,2018년
12,E0722,경북,2,2,621,2018년
13,E0722,경남,61,34,"13,477",2018년
2,E0722,계,805,731,"276,211",2019년
3,E0722,서울,471,449,"174,656",2019년
4,E0722,부산,9,9,"3,111",2019년
5,E0722,인천,19,19,"6,521",2019년
6,E0722,대구,37,38,"14,060",2019년
7,E0722,광주,1,1,347,2019년
8,E0722,울산,-,-,-,2019년
9,E0722,경기,201,168,"58,875",2019년
10,E0722,강원,-,-,-,2019년
11,E0722,전남,-,-,-,2019년
12,E0722,경북,-,-,-,2019년
13,E0722,경남,68,47,"18,640",2019년
2,E0722,계,817,862,"288,400",2020년
3,E0722,서울,447,415,"172,205",2020년
4,E0722,부산,9,9,"3,343",2020년
5,E0722,인천,16,17,"6,242",2020년
6,E0722,대구,23,23,"8,952",2020년
7,E0722,광주,2,2,868,2020년
8,E0722,울산,-,-,-,2020년
9,E0722,경기,248,350,"75,950",2020년
10,E0722,강원,-,-,-,2020년
11,E0722,전남,-,-,-,2020년
12,E0722,경북,-,-,-,2020년
13,E0722,경남,72,47,"20,839",2020년
2,E0722,계,727,817,"275,034",2021년
3,E0722,서울,399,386,"165,487",2021년
4,E0722,부산,16,17,"6,385",2021년
5,E0722,인천,5,5,"1,879",2021년
6,E0722,대구,23,23,"9,708",2021년
7,E0722,광주,2,2,942,2021년
8,E0722,울산,-,-,-,2021년
9,E0722,경기,220,338,"69,917",2021년
10,E0722,강원,2,2,810,2021년
11,E0722,전남,2,2,779,2021년
12,E0722,경북,1,1,362,2021년
13,E0722,경남,58,40,"18,766",2021년
2,E0722,계,295,260,"87,921",2017년
